,name,username,profile,user_id,title,fide,country,followers,joined,last_online,current_rapid_rating,highest_rapid_rating,highest_rapid_date,rapid_win,rapid_draw,rapid_loss,current_blitz_rating,highest_blitz_rating,highest_blitz_date,blitz_win,blitz_draw,blitz_loss,current_bullet_rating,highest_bullet_rating,highest_bullet_date,bullet_win,bullet_draw,bullet_loss,highest_tactics_rating,highest_tactics_date,highest_puzzle_rush_score,is_streamer,status,league
82,Gawain Jones,verdenotte,https://www.chess.com/member/VerdeNotte,6734169,GM,2677.0,United Kingdom,310,22/02/2012,27/06/2023,2552.0,2763.0,30/05/2020,29.0,19.0,17.0,2918.0,2957.0,27/06/2023,1221.0,291.0,569.0,3004.0,3004.0,25/01/2022,131.0,14.0,55.0,3743,23/09/2022,60.0,False,premium,Silver
83,Luke McShane,lmcshane,https://www.chess.com/member/LMcShane,19076514,GM,2677.0,England,68,28/09/2014,16/07/2023,2575.0,2736.0,15/08/2020,6.0,5.0,3.0,2746.0,2755.0,29/10/2021,40.0,2.0,9.0,2278.0,,,0.0,0.0,2.0,2745,13/12/2020,45.0,False,premium,
84,David Navara,formerprodigy,https://www.chess.com/member/FormerProdigy,52897514,GM,2676.0,Czech Republic,631,07/12/2018,16/07/2023,2683.0,2943.0,09/09/2021,79.0,26.0,20.0,2861.0,3009.0,27/06/2022,623.0,130.0,299.0,2820.0,3044.0,01/06/2021,37.0,8.0,8.0,3744,18/03/2022,64.0,False,premium,
85,Amin Tabatabaei,amintabatabaei,https://www.chess.com/member/amintabatabaei,30494226,GM,2675.0,Iran,971,20/10/2016,16/07/2023,2740.0,2752.0,12/07/2023,109.0,89.0,62.0,3037.0,3061.0,17/05/2020,4083.0,981.0,3986.0,2939.0,3184.0,29/10/2020,2245.0,339.0,2348.0,4015,25/09/2022,93.0,False,premium,Crystal
86,Dean Anonymous,gm_d85,https://www.chess.com/member/GM_D85,127275960,GM,2675.0,International,91,11/03/2021,11/07/2023,2683.0,2859.0,19/05/2021,83.0,19.0,10.0,2954.0,3002.0,01/10/2022,558.0,195.0,288.0,2861.0,2923.0,21/03/2021,20.0,3.0,6.0,3786,18/09/2022,60.0,False,premium,
87,Nigel Short,nigelshort,https://www.chess.com/member/NigelShort,12089276,GM,2675.0,United Kingdom,123,31/05/2013,25/10/2016,,,,,,,2585.0,2630.0,31/05/2013,51.0,5.0,19.0,2739.0,2682.0,06/10/2013,5.0,1.0,9.0,400,31/05/2013,,False,premium,
88,Sanan Sjugirov,sanan_sjugirov,https://www.chess.com/member/Sanan_Sjugirov,19832534,GM,2675.0,Russia,1660,22/11/2014,10/07/2023,2624.0,2894.0,30/05/2020,65.0,40.0,57.0,2949.0,3011.0,03/10/2021,4934.0,1106.0,2837.0,2856.0,2997.0,04/12/2021,1624.0,185.0,1100.0,3002,17/02/2022,59.0,False,premium,Champion
89,S.L. Narayanan,indianlad,https://www.chess.com/member/Indianlad,6412751,GM,2673.0,India,1009,31/12/2011,16/07/2023,2554.0,2684.0,10/04/2022,22.0,26.0,21.0,3043.0,3055.0,05/04/2020,6522.0,1516.0,4504.0,2956.0,3138.0,02/04/2021,2715.0,349.0,2071.0,3714,31/03/2020,52.0,False,premium,Crystal
90,Sam Shankland,shankland-ne,https://www.chess.com/member/Shankland-NE,8719762,GM,2673.0,United States,3,30/08/2012,30/10/2017,2673.0,2807.0,13/09/2012,1.0,0.0,0.0,,,,,,,,,,,,,400,30/08/2012,,False,premium,
91,Parimarjan Negi,parimarjan,https://www.chess.com/member/Parimarjan,8963150,GM,2671.0,India,100,20/09/2012,15/08/2021,1962.0,2656.0,07/02/2019,1.0,2.0,0.0,2532.0,2582.0,28/03/2020,34.0,9.0,23.0,2753.0,2753.0,20/05/2021,15.0,6.0,5.0,1383,26/05/2017,41.0,False,premium,
92,Aleksandr Rakhmanov,rakhmanov_aleksandr,https://www.chess.com/member/Rakhmanov_Aleksandr,1377142,GM,2670.0,International,495,08/05/2008,16/07/2023,2615.0,2615.0,13/07/2023,60.0,21.0,38.0,2853.0,2916.0,27/10/2018,907.0,184.0,395.0,2762.0,2777.0,06/01/2023,73.0,6.0,27.0,3729,15/02/2019,56.0,False,premium,Bronze
93,Alexander Donchenko,alexander_donchenko,https://www.chess.com/member/Alexander_Donchenko,10322550,GM,2668.0,Germany,501,07/01/2013,16/07/2023,2624.0,2789.0,30/05/2020,66.0,15.0,29.0,2862.0,2928.0,12/10/2022,2186.0,415.0,1120.0,2699.0,2901.0,27/12/2021,978.0,91.0,513.0,3442,26/12/2022,73.0,False,premium,Crystal
94,Gadir Guseinov,gguseinov,https://www.chess.com/member/GGuseinov,9811010,GM,2665.0,Azerbaijan,403,28/11/2012,16/07/2023,2533.0,2771.0,16/05/2020,176.0,70.0,41.0,2805.0,2967.0,10/05/2020,364.0,88.0,121.0,2941.0,3028.0,04/04/2019,156.0,28.0,113.0,2661,23/06/2023,44.0,False,premium,Elite
95,Nijat Abasov,abasovn,https://www.chess.com/member/AbasovN,59828698,GM,2664.0,Azerbaijan,150,15/04/2019,16/07/2023,2321.0,2609.0,30/05/2020,9.0,0.0,5.0,2937.0,3024.0,07/12/2022,289.0,77.0,156.0,2891.0,3080.0,09/11/2022,131.0,7.0,72.0,3572,15/06/2023,77.0,False,premium,Silver
96,Victor Mikhalevski,vmikhalevski,https://www.chess.com/member/VMikhalevski,2710963,GM,2664.0,Israel,360,13/04/2010,16/07/2023,2298.0,2720.0,31/05/2020,16.0,2.0,4.0,2720.0,2827.0,01/07/2020,349.0,42.0,215.0,,,,,,,3286,24/08/2020,65.0,False,premium,Stone
97,Hrant Melkumyan,hrant_chessmood,https://www.chess.com/member/Hrant_ChessMood,27521502,GM,2663.0,Armenia,834,31/03/2016,16/07/2023,2562.0,2947.0,30/05/2020,41.0,13.0,26.0,2910.0,3085.0,10/06/2020,3487.0,813.0,2331.0,2961.0,2961.0,11/09/2020,171.0,19.0,94.0,2924,01/08/2018,48.0,False,premium,Silver
98,Adhiban Baskaran,fireheart92,https://www.chess.com/member/fireheart92,15668874,GM,2663.0,India,1637,21/01/2014,15/07/2023,2691.0,2863.0,10/10/2020,21.0,12.0,14.0,3004.0,3032.0,01/03/2023,546.0,160.0,461.0,2918.0,2945.0,10/04/2023,451.0,56.0,444.0,1213,13/08/2019,52.0,True,premium,Crystal
99,Luka Lenic,michelangelo,https://www.chess.com/member/Michelangelo,30744642,GM,2662.0,Slovenia,81,05/11/2016,22/04/2023,2705.0,2796.0,04/09/2021,6.0,2.0,1.0,2735.0,2735.0,23/11/2018,106.0,13.0,41.0,2651.0,2501.0,08/09/2018,8.0,0.0,0.0,1200,05/11/2016,40.0,False,premium,
100,Gata Kamsky,tigrvshlyape,https://www.chess.com/member/TigrVShlyape,28211618,GM,2660.0,United States,1800,16/05/2016,16/07/2023,2686.0,2693.0,13/07/2023,238.0,142.0,70.0,3010.0,3034.0,21/06/2023,3450.0,1117.0,1191.0,2763.0,2863.0,22/02/2022,255.0,41.0,227.0,1914,26/12/2021,62.0,True,premium,Champion
101,Ivan Saric,dalmatinac101,https://www.chess.com/member/dalmatinac101,7860160,GM,2660.0,Croatia,923,12/06/2012,12/07/2023,2712.0,2870.0,31/08/2019,31.0,21.0,17.0,2820.0,3016.0,30/07/2019,1992.0,656.0,1527.0,3098.0,3109.0,02/09/2021,221.0,21.0,125.0,3526,24/11/2022,60.0,False,premium,Silver
102,Julio Sadorra,senseijulio,https://www.chess.com/member/SenseiJulio,22277460,GM,2660.0,Philippines,248,07/05/2015,15/11/2022,2662.0,2662.0,30/08/2020,3.0,1.0,1.0,2714.0,2774.0,08/04/2022,886.0,46.0,838.0,2585.0,2585.0,12/06/2021,2.0,0.0,0.0,5377,06/06/2019,47.0,True,premium,Bronze
103,Robin van Kampen,kempsy,https://www.chess.com/member/Kempsy,10053650,GM,2658.0,United States,351,18/12/2012,16/07/2023,2660.0,2660.0,26/03/2021,3.0,0.0,0.0,2794.0,2960.0,22/04/2020,2250.0,488.0,1705.0,2855.0,2888.0,10/10/2020,648.0,66.0,376.0,2548,17/05/2023,47.0,False,premium,Elite
104,Bartosz Socko,bartoszsocko,https://www.chess.com/member/BartoszSocko,15369010,GM,2657.0,Poland,251,02/01/2014,15/07/2023,,,,,,,2795.0,2859.0,31/10/2020,293.0,50.0,121.0,2759.0,2896.0,08/01/2023,115.0,14.0,81.0,3176,19/01/2023,45.0,False,premium,Stone
105,Kirill Shevchenko,kirillshevchenko,https://www.chess.com/member/kirillshevchenko,29384074,GM,2655.0,Romania,905,07/08/2016,13/07/2023,2631.0,2810.0,18/04/2020,48.0,21.0,14.0,2990.0,3038.0,27/01/2023,1227.0,285.0,717.0,2928.0,2960.0,06/10/2020,1219.0,211.0,1052.0,4195,26/06/2019,74.0,False,premium,Crystal
106,Sergei Movsesian,tesla37,https://www.chess.com/member/Tesla37,22662264,GM,2655.0,Armenia,18,03/06/2015,16/07/2023,2658.0,2929.0,30/05/2020,14.0,6.0,5.0,2848.0,2984.0,10/05/2020,694.0,155.0,380.0,2787.0,2914.0,09/02/2022,298.0,38.0,193.0,400,03/06/2015,,False,premium,Bronze
107,Anton Demchenko,anton_demchenko,https://www.chess.com/member/Anton_Demchenko,17050352,GM,2654.0,Russia,2299,25/04/2014,16/07/2023,2465.0,2835.0,11/04/2020,156.0,44.0,124.0,2908.0,3030.0,08/01/2020,4059.0,869.0,3001.0,2766.0,2828.0,21/12/2018,381.0,47.0,376.0,3238,07/05/2023,49.0,False,premium,Elite
108,Victor Bologan,newbornnow,https://www.chess.com/member/NewBornNow,19668254,GM,2654.0,Moldova,321,11/11/2014,15/07/2023,2542.0,2581.0,09/09/2021,12.0,5.0,8.0,2728.0,2932.0,18/06/2022,2843.0,455.0,2666.0,2421.0,2636.0,14/01/2017,2204.0,204.0,2028.0,3778,06/01/2023,68.0,False,premium,Champion
109,Georg Meier,georgmeier,https://www.chess.com/member/GeorgMeier,10342812,GM,2653.0,Uruguay,1056,08/01/2013,11/07/2023,2676.0,2924.0,31/08/2019,64.0,40.0,31.0,2916.0,3059.0,19/04/2020,3592.0,1061.0,1972.0,2734.0,3023.0,14/03/2016,4230.0,578.0,2377.0,2791,25/02/2014,39.0,False,premium,Crystal
110,Eduardo Iturrizaga,iturrizaga,https://www.chess.com/member/iturrizaga,21442874,GM,2652.0,Spain,1127,10/03/2015,15/07/2023,2725.0,2772.0,23/01/2022,65.0,38.0,21.0,2884.0,2990.0,12/11/2019,563.0,85.0,310.0,2920.0,3036.0,20/12/2020,501.0,45.0,369.0,2640,29/05/2022,54.0,False,premium,Crystal
111,Alexei Shirov,alexeishirov,https://www.chess.com/member/AlexeiShirov,4185042,GM,2651.0,Spain,357,30/10/2010,01/05/2023,2540.0,2909.0,15/08/2020,12.0,2.0,4.0,2760.0,2899.0,02/02/2022,296.0,56.0,112.0,2732.0,2732.0,30/10/2020,2.0,1.0,0.0,400,30/10/2010,,False,premium,Wood
112,Alex Stripunsky,stripunsky-nj,https://www.chess.com/member/Stripunsky-NJ,8719946,GM,2651.0,United States,1,30/08/2012,30/10/2017,,,,,,,,,,,,,,,,,,,400,30/08/2012,,False,premium,
113,Rasmus Svane,rasmussvane,https://www.chess.com/member/rasmussvane,31622756,GM,2651.0,Germany,2231,15/12/2016,16/07/2023,2588.0,2632.0,12/01/2022,495.0,58.0,103.0,2962.0,3058.0,28/03/2023,3254.0,644.0,1309.0,2999.0,3104.0,29/01/2023,6901.0,571.0,2127.0,3639,27/10/2022,72.0,False,premium,Legend
114,Sergey Tiviakov,tiviakov,https://www.chess.com/member/Tiviakov,15116984,GM,2650.0,Netherlands,11,20/12/2013,19/03/2021,,,,,,,,,,,,,,,,,,,400,20/12/2013,,False,premium,
115,Joel Benjamin,gmjoel,https://www.chess.com/member/gmjoel,26936334,GM,2650.0,United States,13,26/02/2016,21/04/2023,2364.0,2650.0,27/02/2016,2.0,1.0,1.0,2715.0,2818.0,21/02/2021,7.0,1.0,4.0,,,,,,,1973,15/07/2022,25.0,False,premium,Wood
116,,aggy67,https://www.chess.com/member/aggy67,11220596,GM,2650.0,United States,34,21/03/2013,01/05/2023,2257.0,2602.0,26/01/2017,1.0,0.0,0.0,2421.0,2597.0,04/10/2014,21.0,5.0,16.0,2416.0,2632.0,04/10/2014,7.0,0.0,71.0,1449,01/05/2023,11.0,False,premium,Wood
117,Vladimir Malakhov,vladimir_2020,https://www.chess.com/member/Vladimir_2020,76676994,GM,2650.0,Russia,49,14/04/2020,11/07/2023,2556.0,2785.0,12/06/2020,49.0,15.0,15.0,,,,,,,,,,,,,1200,14/04/2020,,False,premium,Wood
118,Simen Agdestein,grukjr,https://www.chess.com/member/Grukjr,8984942,GM,2650.0,Norway,86,21/09/2012,03/05/2023,2487.0,2857.0,11/04/2020,16.0,4.0,9.0,2455.0,2643.0,24/12/2018,468.0,32.0,358.0,2175.0,,,0.0,0.0,1.0,2892,12/06/2019,34.0,False,premium,Stone
119,Leonid Kritz,grafdemontekritz,https://www.chess.com/member/GrafDeMonteKritz,11089448,GM,2650.0,United States,28,10/03/2013,25/08/2022,2234.0,2234.0,08/12/2013,3.0,0.0,0.0,2430.0,2612.0,29/03/2013,13.0,8.0,9.0,2606.0,2529.0,22/04/2013,20.0,3.0,19.0,400,10/03/2013,,False,premium,
120,Sergei Matsenko,matsenkosergey,https://www.chess.com/member/MatsenkoSergey,32626766,GM,2650.0,United States,182,24/01/2017,14/07/2023,2500.0,2500.0,08/12/2020,1.0,0.0,0.0,2822.0,2871.0,21/10/2022,3516.0,696.0,2210.0,2845.0,2856.0,27/02/2023,669.0,83.0,438.0,3082,23/12/2020,49.0,False,premium,Silver
121,Chess-Pacman,inopov,https://www.chess.com/member/Inopov,3853671,GM,2650.0,Philippines,39,19/08/2010,24/05/2019,2342.0,2497.0,04/02/2019,3.0,1.0,0.0,2552.0,2552.0,18/10/2018,269.0,17.0,220.0,2561.0,2550.0,27/03/2014,276.0,13.0,313.0,2664,21/10/2018,,False,premium,
122,Aryan Tari,aryantari,https://www.chess.com/member/AryanTari,7684272,GM,2650.0,Norway,1184,26/05/2012,28/06/2023,2510.0,2686.0,20/02/2022,37.0,27.0,35.0,2909.0,3005.0,23/11/2022,3370.0,582.0,2197.0,3140.0,3218.0,17/02/2023,212.0,40.0,214.0,3245,03/02/2023,72.0,False,premium,Crystal
123,,nothedgehog,https://www.chess.com/member/NotHedgehog,11554810,GM,2650.0,United States,0,17/04/2013,09/11/2014,,,,,,,,,,,,,,,,,,,400,17/04/2013,,False,premium,
124,Vladimir Akopian,gmvaleduser,https://www.chess.com/member/GMValeduser,7236809,GM,2650.0,United States,306,09/04/2012,10/07/2023,,,,,,,2825.0,3210.0,30/06/2022,261.0,27.0,112.0,1354.0,3213.0,29/06/2022,14.0,0.0,0.0,2469,16/03/2019,43.0,False,premium,Stone
125,Sethuraman S.P,sethu0025,https://www.chess.com/member/Sethu0025,27009604,GM,2649.0,India,239,01/03/2016,13/07/2023,2534.0,2673.0,09/01/2019,10.0,13.0,8.0,2803.0,2950.0,29/11/2022,1897.0,333.0,1236.0,2660.0,2693.0,15/02/2018,256.0,27.0,174.0,2956,11/03/2019,63.0,False,premium,Silver
126,Elshan Moradiabadi,elshan1985,https://www.chess.com/member/Elshan1985,8547728,GM,2649.0,United States,819,15/08/2012,12/07/2023,2706.0,2832.0,01/03/2023,29.0,17.0,8.0,2784.0,2924.0,01/04/2021,1567.0,382.0,923.0,2758.0,2840.0,02/11/2020,415.0,51.0,242.0,3150,26/10/2020,55.0,False,premium,Silver
127,Sasikiran Krishnan,g3god,https://www.chess.com/member/g3god,62925986,GM,2647.0,India,268,03/07/2019,08/07/2023,2490.0,2829.0,16/10/2020,30.0,21.0,26.0,2944.0,2958.0,22/04/2023,2078.0,559.0,1818.0,2766.0,2860.0,19/06/2023,1360.0,184.0,1208.0,3584,10/04/2022,55.0,False,premium,Crystal
128,Aleksander Mista,olomi007,https://www.chess.com/member/olomi007,10506874,GM,2646.0,United States,291,21/01/2013,16/07/2023,2374.0,2374.0,07/06/2020,7.0,1.0,0.0,2628.0,2714.0,28/11/2019,1051.0,190.0,673.0,2585.0,2501.0,30/06/2019,230.0,14.0,157.0,3016,31/07/2016,43.0,False,premium,
129,Grzegorz Gajewski,gajuchess,https://www.chess.com/member/Gajuchess,23560042,GM,2646.0,Poland,389,07/08/2015,16/07/2023,2443.0,2756.0,11/04/2020,8.0,1.0,9.0,2788.0,2892.0,18/04/2021,3524.0,547.0,2499.0,2596.0,2819.0,06/10/2020,292.0,37.0,235.0,3721,30/11/2022,50.0,False,premium,Silver
130,Gregory Kaidanov,kaidanov,https://www.chess.com/member/kaidanov,2312972,GM,2645.0,United States,221,20/11/2009,12/07/2023,2526.0,2595.0,13/06/2023,5.0,2.0,5.0,2669.0,2741.0,11/08/2021,74.0,8.0,54.0,1746.0,1854.0,12/08/2014,2.0,0.0,3.0,3074,12/03/2023,91.0,False,premium,Wood
131,Evgeny Romanov,evgenyromanov,https://www.chess.com/member/EvgenyRomanov,32686514,GM,2644.0,Norway,33,26/01/2017,16/07/2023,2265.0,2619.0,02/02/2017,6.0,3.0,6.0,2741.0,2753.0,16/04/2020,118.0,18.0,70.0,,,,,,,3520,22/01/2023,49.0,False,premium,Wood
132,Maksim Chigaev,fandorine,https://www.chess.com/member/Fandorine,21261072,GM,2643.0,International,324,25/02/2015,16/07/2023,2602.0,2770.0,16/05/2020,63.0,36.0,38.0,2947.0,3036.0,19/01/2022,2185.0,455.0,1115.0,3016.0,3054.0,08/07/2023,353.0,60.0,269.0,4188,31/03/2020,67.0,True,premium,Crystal
133,Ahmed Adly,a-adly,https://www.chess.com/member/A-Adly,43349734,GM,2643.0,Egypt,440,15/02/2018,16/07/2023,2720.0,2720.0,10/09/2021,10.0,2.0,3.0,2908.0,2968.0,07/01/2020,508.0,65.0,269.0,2826.0,3020.0,25/02/2022,673.0,81.0,485.0,3256,20/10/2022,62.0,False,premium,Silver
134,Yuriy Kuzubov,kuzubovyuriy,https://www.chess.com/member/KuzubovYuriy,26571410,GM,2642.0,Ukraine,203,07/02/2016,14/07/2023,2495.0,2607.0,02/05/2023,54.0,18.0,17.0,2924.0,2966.0,04/10/2020,1245.0,268.0,851.0,2808.0,2797.0,25/11/2016,29.0,7.0,30.0,2691,02/12/2022,74.0,False,premium,Bronze
135,Ivan Ivanisevic,1977ivan,https://www.chess.com/member/1977Ivan,30610578,GM,2641.0,Serbia,156,27/10/2016,27/06/2023,2386.0,2556.0,14/08/2020,12.0,4.0,13.0,2727.0,2824.0,17/03/2021,928.0,113.0,514.0,2650.0,2075.0,20/04/2020,2.0,0.0,0.0,2713,25/07/2020,,False,premium,Crystal
136,Fidel Corrales Jimenez,gmcorrales,https://www.chess.com/member/gmcorrales,17609626,GM,2640.0,United States,3602,08/06/2014,16/07/2023,2158.0,2539.0,09/01/2019,7.0,5.0,5.0,2866.0,2972.0,26/11/2019,7947.0,1306.0,7591.0,2755.0,2880.0,16/05/2022,1485.0,134.0,1600.0,3856,19/04/2023,51.0,True,premium,Champion
137,Joel Benjamin,benjamin-nj,https://www.chess.com/member/Benjamin-NJ,8719968,GM,2640.0,United States,1,30/08/2012,30/10/2017,,,,,,,,,,,,,,,,,,,400,30/08/2012,,False,premium,
138,Andriy Vovk,vovan1991,https://www.chess.com/member/VovAn1991,7981792,GM,2640.0,Ukraine,749,23/06/2012,15/07/2023,2639.0,2639.0,04/12/2022,11.0,0.0,0.0,2393.0,2608.0,15/11/2013,104.0,19.0,70.0,2836.0,2836.0,15/11/2020,298.0,23.0,179.0,3366,23/04/2022,50.0,False,premium,Wood
139,ZURAB AZMAIPARASHVILI,zuraazmai,https://www.chess.com/member/ZURAAZMAI,63063390,GM,2637.0,Georgia,148,08/07/2019,16/07/2023,1926.0,2454.0,03/01/2021,3.0,4.0,7.0,2704.0,2989.0,21/05/2020,94.0,18.0,61.0,2748.0,2815.0,10/10/2022,33569.0,4888.0,24635.0,4538,28/04/2020,54.0,False,premium,Champion
140,Robert Hess,hess-con,https://www.chess.com/member/Hess-CON,8719480,GM,2636.0,United States,4,30/08/2012,30/10/2017,,,,,,,,,,,,,,,,,,,400,30/08/2012,,False,premium,
141,Haik Martirosyan,micki-taryan,https://www.chess.com/member/Micki-taryan,39098776,GM,2635.0,Armenia,768,02/10/2017,16/07/2023,2603.0,2698.0,13/02/2022,47.0,20.0,24.0,2973.0,3117.0,15/04/2020,2302.0,394.0,1271.0,2982.0,3206.0,17/04/2020,12910.0,1395.0,9685.0,2411,16/04/2020,49.0,False,premium,Crystal
142,Benjamin Bok,gmbenjaminbok,https://www.chess.com/member/GMBenjaminBok,3958391,GM,2635.0,Netherlands,7052,11/09/2010,16/07/2023,2598.0,2715.0,15/08/2020,409.0,85.0,75.0,2972.0,3045.0,25/05/2023,4027.0,853.0,1652.0,2944.0,3060.0,06/03/2023,603.0,58.0,517.0,3313,15/02/2023,247.0,True,premium,Legend
143,Sandro Mareco,sandromareco,https://www.chess.com/member/sandromareco,19396562,GM,2634.0,Argentina,585,22/10/2014,01/07/2023,2535.0,2832.0,01/09/2019,25.0,12.0,11.0,2863.0,2923.0,08/02/2020,743.0,164.0,560.0,2515.0,2394.0,08/04/2019,29.0,1.0,18.0,3040,03/01/2023,69.0,False,premium,Silver
144,Arunprasad Subramanian,gmarunchess,https://www.chess.com/member/gmarunchess,498731,GM,2634.0,United States,341,23/11/2007,15/07/2023,2123.0,2123.0,30/08/2020,4.0,1.0,3.0,2785.0,2789.0,15/08/2019,138.0,12.0,49.0,2547.0,2659.0,05/01/2019,845.0,86.0,621.0,2793,03/04/2019,46.0,False,premium,Wood
145,Vladimir Onischuk,onischuk_v,https://www.chess.com/member/Onischuk_V,26481154,GM,2633.0,Ukraine,80,03/02/2016,01/11/2022,2546.0,2719.0,21/08/2020,9.0,9.0,5.0,2879.0,2961.0,09/09/2020,412.0,71.0,148.0,2649.0,,,0.0,0.0,2.0,400,03/02/2016,41.0,False,premium,Wood
146,Daniel Fridman,tormoz,https://www.chess.com/member/Tormoz,33176677,GM,2631.0,Germany,30,14/02/2017,27/06/2023,2624.0,3008.0,31/08/2019,19.0,14.0,7.0,2838.0,2957.0,24/05/2023,167.0,21.0,92.0,2682.0,2579.0,16/03/2020,47.0,3.0,19.0,1209,07/11/2022,49.0,False,premium,Wood
147,Julio Granda,gmjuliogranda,https://www.chess.com/member/GMJulioGranda,33927460,GM,2630.0,Peru,1016,13/03/2017,11/07/2023,1406.0,,,0.0,0.0,2.0,2339.0,2356.0,28/10/2020,302.0,6.0,30.0,1656.0,1800.0,13/03/2017,2.0,0.0,3.0,2284,24/07/2021,,True,premium,Wood
148,Yuniesky Quesada,tenismaster,https://www.chess.com/member/TenisMaster,30238538,GM,2630.0,United States,1579,05/10/2016,16/07/2023,2669.0,2815.0,14/11/2022,67.0,4.0,1.0,2879.0,2965.0,06/08/2022,6360.0,1411.0,4921.0,2626.0,2845.0,07/02/2022,448.0,49.0,361.0,3397,16/05/2023,61.0,False,premium,Elite
149,Mustafa Yilmaz,chopper1905,https://www.chess.com/member/Chopper1905,17393968,GM,2630.0,Turkey,4880,22/05/2014,15/07/2023,2559.0,2777.0,15/05/2022,23.0,5.0,24.0,2836.0,3010.0,08/08/2021,2852.0,454.0,1806.0,2855.0,2980.0,20/09/2022,332.0,35.0,214.0,3329,29/06/2022,56.0,False,premium,Crystal
150,Vitaliy Bernadskiy,vitaliybernadskiy,https://www.chess.com/member/VitaliyBernadskiy,21086014,GM,2629.0,Ukraine,549,14/02/2015,14/07/2023,2594.0,2626.0,13/06/2023,41.0,24.0,30.0,2860.0,2946.0,21/01/2020,4819.0,935.0,3441.0,2676.0,2881.0,06/11/2020,305.0,32.0,185.0,2927,15/02/2023,47.0,False,premium,Elite
151,Abhijeet Gupta,abhijeetgupta1016,https://www.chess.com/member/abhijeetgupta1016,11047160,GM,2629.0,India,988,06/03/2013,04/05/2020,,,,,,,2854.0,3011.0,29/02/2020,2133.0,501.0,2198.0,2750.0,2794.0,06/12/2019,509.0,59.0,411.0,1846,19/04/2020,43.0,False,premium,
152,Niclas Huschenbeth,gm_huschenbeth,https://www.chess.com/member/GM_Huschenbeth,8719218,GM,2627.0,Germany,302,30/08/2012,27/06/2023,2335.0,2610.0,19/09/2013,6.0,1.0,9.0,2660.0,2660.0,10/03/2021,84.0,15.0,81.0,2381.0,,,0.0,1.0,0.0,3403,22/11/2019,58.0,False,premium,Stone
153,Priyadharshan Kannappan,aspired,https://www.chess.com/member/aspired,8806186,GM,2627.0,India,360,06/09/2012,05/07/2023,2471.0,2623.0,11/10/2019,8.0,1.0,0.0,2687.0,2807.0,27/09/2019,1651.0,367.0,1206.0,2786.0,2803.0,24/10/2021,1727.0,297.0,1037.0,3003,16/12/2022,50.0,False,premium,Stone
154,Daniil Dubov,duhless,https://www.chess.com/member/Duhless,10174260,GM,2627.0,Russia,6012,27/12/2012,14/07/2023,2681.0,2940.0,23/08/2020,93.0,100.0,55.0,3088.0,3144.0,11/01/2023,4818.0,1133.0,2529.0,3120.0,3136.0,10/12/2022,2145.0,270.0,1589.0,2761,29/03/2022,76.0,False,premium,Crystal
155,Erwin l'Ami,erwinlami,https://www.chess.com/member/erwinlami,13761862,GM,2627.0,Netherlands,418,04/10/2013,16/07/2023,,,,,,,2941.0,2969.0,11/12/2022,613.0,102.0,192.0,2773.0,2689.0,09/12/2013,136.0,14.0,25.0,3343,23/11/2022,69.0,False,premium,Stone
156,Dragan Solak,dragansolak,https://www.chess.com/member/DraganSolak,38836536,GM,2626.0,Turkey,541,22/09/2017,16/07/2023,2512.0,2679.0,21/08/2020,10.0,8.0,3.0,2515.0,2941.0,31/08/2019,1430.0,435.0,1025.0,2534.0,2769.0,14/10/2018,471.0,78.0,300.0,2513,22/01/2023,64.0,False,premium,Silver
157,Ivan Sokolov,vegasicilia,https://www.chess.com/member/vegasicilia,4998456,GM,2626.0,Netherlands,149,17/04/2011,13/07/2023,2092.0,2092.0,14/06/2016,6.0,2.0,3.0,2576.0,2763.0,03/03/2021,483.0,73.0,298.0,,,,,,,1549,17/04/2011,,False,premium,Wood
158,Anatoly Bykhovsky,bykhovsky-stl,https://www.chess.com/member/Bykhovsky-STL,13239562,GM,2625.0,United States,0,22/08/2013,25/11/2013,2625.0,2780.0,28/08/2013,1.0,0.0,0.0,1200.0,,,0.0,1.0,0.0,,,,,,,400,22/08/2013,,False,premium,
159,Zviad Izoria,izoria-man,https://www.chess.com/member/Izoria-MAN,13236976,GM,2624.0,United States,2,22/08/2013,30/10/2017,,,,,,,,,,,,,,,,,,,400,22/08/2013,,False,premium,
160,Samvel Ter-Sahakyan,sam_chessmood,https://www.chess.com/member/Sam_ChessMood,34737498,GM,2624.0,Armenia,1157,13/04/2017,16/07/2023,2610.0,2635.0,11/07/2022,133.0,49.0,44.0,2847.0,2975.0,25/03/2020,1315.0,441.0,889.0,2904.0,2949.0,06/05/2021,128.0,26.0,107.0,3444,30/01/2023,78.0,False,premium,Champion
161,Alexander Ivanov,aivanov-ne,https://www.chess.com/member/AIvanov-NE,8719784,GM,2624.0,United States,0,30/08/2012,30/10/2017,,,,,,,,,,,,,,,,,,,400,30/08/2012,,False,premium,
162,Maxim Dlugy,dlugy,https://www.chess.com/member/Dlugy,4851220,GM,2624.0,United States,693,14/03/2011,11/05/2017,2518.0,2247.0,17/04/2016,7.0,1.0,0.0,2681.0,2702.0,08/02/2017,1294.0,140.0,380.0,2832.0,2779.0,22/12/2015,1763.0,151.0,651.0,2954,23/09/2016,,False,premium,
